Name,Page Title,Page,Total Played Time
C1117,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,510
C1083,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,510
C1048,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,510
C1173,第二單元 03 基本資料型態 - PIPLS,/334982/03,510
C1089,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,510
C1001,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,510
C1058,第八單元 04 具有傳回值的函式 - PIPLS,/0.5.122.226/04,508
C1063,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/0.5.45.246/05,508
C1066,第七單元 03 處理串列的函式與方法 - PIPLS,/355078/03,508
C1011,第二單元 04 資料輸出 - PIPLS,/334983/04,508
C1059,第八單元 04 具有傳回值的函式 - PIPLS,/359138/04,508
C1124,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/0.5.45.246/05,508
C1088,第二單元 05 資料輸入 - PIPLS,/0.5.28.136/05,508
C1070,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,508
C1016,第二單元 04 資料輸出 - PIPLS,/0.5.28.135/04,508
C1090,第五單元 02 單向選擇結構 - PIPLS,/353003/02,508
C1095,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,508
C1154,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,508
C1008,第七單元 06 字典的應用範例 - PIPLS,/355083/06,508
C1023,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,508
C1138,第二單元 01 什麼是變數？ - PIPLS,/334980/01,506
C1089,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,506
C1115,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,506
C1160,第五單元 02 單向選擇結構 - PIPLS,/328101/02,506
C1187,第五單元 04 多向選擇結構 - PIPLS,/349972/04,506
C1036,第二單元 01 什麼是變數？ - PIPLS,/335016/01,506
C1176,第九單元 05 長條圖 - PIPLS,/364492/05,506
C1072,第七單元 05 什麼是字典 - PIPLS,/357352/05,506
C1138,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,506
C1192,第八單元 03 函式的參數傳遞 - PIPLS,/359147/03,506
C1102,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,506
C1195,第七單元 01 什麼是串列 - PIPLS,/357348/01,506
C1150,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,506
C1090,第三單元 04 亂數 - PIPLS,/339535/04,506
C1063,第二單元 04 資料輸出 - PIPLS,/335019/04,506
C1093,第八單元 04 具有傳回值的函式 - PIPLS,/359138/04,506
C1113,第十一單元 02 網路爬蟲應用 - PIPLS,/366764/02,504
C1144,第四單元 02 字串的函式與運算子（二） - PIPLS,/342992/02,504
C1072,第三單元 04 亂數 - PIPLS,/339535/04,504
C1169,第十單元 06 圖形介面設計進階三 - PIPLS,/365124/06,504
C1035,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,504
C1008,第四單元 00 單元大綱 - PIPLS,/327202/00,504
C1022,第七單元 01 什麼是串列 - PIPLS,/355059/01,504
C1085,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,504
C1023,第七單元 01 什麼是串列 - PIPLS,/357348/01,504
C1132,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,502
C1038,第二單元 01 什麼是變數？ - PIPLS,/335016/01,502
C1033,第七單元 03 處理串列的函式與方法 - PIPLS,/357350/03,502
C1112,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,502
C1102,第八單元 01 什麼是函式？ - PIPLS,/359145/01,502
C1162,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,502
C1068,第二單元 03 基本資料型態 - PIPLS,/335018/03,500
C1166,第二單元 04 資料輸出 - PIPLS,/334983/04,500
C1129,第二單元 05 資料輸入 - PIPLS,/334984/05,500
C1172,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,500
C1095,第八單元 05 區域變數與全域變數 - PIPLS,/359149/05,500
C1157,第九單元 06 圓餅圖 - PIPLS,/364457/06,500
C1053,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,500
C1087,第三單元 01 算數運算子 - PIPLS,/336599/01,500
C1093,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,500
C1067,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,500
C1073,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,498
C1036,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,498
C1195,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,498
C1095,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,498
C1196,第十一單元 01 網路爬蟲簡介 - PIPLS,/142328/01,498
C1049,第二單元 05 資料輸入 - PIPLS,/334984/05,498
C1156,第二單元 04 資料輸出 - PIPLS,/334983/04,498
C1197,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,498
C1165,第七單元 01 什麼是串列 - PIPLS,/357348/01,496
C1056,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,496
C1155,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,496
C1069,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,496
C1149,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,496
C1012,第八單元 01 什麼是函式？ - PIPLS,/359135/01,496
C1130,第二單元 01 什麼是變數？ - PIPLS,/335016/01,494
C1054,第八單元 01 什麼是函式？ - PIPLS,/359145/01,494
C1021,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,494
C1032,第七單元 02 串列的基本操作 - PIPLS,/357349/02,494
C1152,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,494
C1027,第三單元 01 算數運算子 - PIPLS,/339531/01,494
C1076,第十單元 02 YouTube影音下載（二） - PIPLS,/365119/02-youtube,494
C1008,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366770/05,492
C1157,第二單元 05 資料輸入 - PIPLS,/334984/05,492
C1162,第九單元 06 圓餅圖 - PIPLS,/364494/06,492
C1038,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,492
C1198,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,492
C1000,第二單元 05 資料輸入 - PIPLS,/0.5.28.172/05,492
C1030,第二單元 05 資料輸入 - PIPLS,/335020/05,492
C1012,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366770/05,492
C1061,第二單元 05 資料輸入 - PIPLS,/334984/05,492
C1006,第二單元 05 資料輸入 - PIPLS,/335020/05,492
C1158,第二單元 05 資料輸入 - PIPLS,/334984/05,492
C1141,第二單元 05 資料輸入 - PIPLS,/334984/05,492
C1127,第九單元 06 圓餅圖 - PIPLS,/364494/06,492
C1043,第二單元 04 資料輸出 - PIPLS,/335019/04,492
C1194,第二單元 05 資料輸入 - PIPLS,/334984/05,492
C1142,第七單元 05 什麼是字典 - PIPLS,/355082/05,492
C1119,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,492
C1141,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,492
C1199,第七單元 01 什麼是串列 - PIPLS,/357348/01,490
C1010,第七單元 02 串列的基本操作 - PIPLS,/355071/02,490
C1120,第二單元 05 資料輸入 - PIPLS,/335020/05,490
C1045,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,490
C1128,第二單元 05 資料輸入 - PIPLS,/334984/05,490
C1173,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,490
C1071,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,490
C1165,第三單元 01 算數運算子 - PIPLS,/339531/01,490
C1117,第二單元05資料輸入 - PIPLS,/334984/05,490
C1011,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,490
C1064,第九單元 06 圓餅圖 - PIPLS,/364457/06,490
C1200,第二單元 05 資料輸入 - PIPLS,/335020/05,490
C1052,第二單元 03 基本資料型態 - PIPLS,/0.5.28.134/03,488
C1035,第九單元 06 圓餅圖 - PIPLS,/364457/06,488
C1170,第七單元 03 處理串列的函式與方法 - PIPLS,/357350/03,488
C1107,第四單元 04 字串的轉換與測試（二） - PIPLS,/0.5.59.211/04,488
C1099,第二單元 01 什麼是變數？ - PIPLS,/335016/01,488
C1102,第二單元 03 基本資料型態 - PIPLS,/334982/03,488
C1032,第二單元03基本資料型態 - PIPLS,/334982/03,488
C1122,第二單元 03 基本資料型態 - PIPLS,/0.5.28.134/03,488
C1052,第二單元 03 基本資料型態 - PIPLS,/334982/03,488
C1063,第二單元 03 基本資料型態 - PIPLS,/335018/03,488
C1022,第二單元 02 變數的命名 - PIPLS,/335017/02,488
C1021,第二單元 03 基本資料型態 - PIPLS,/334982/03,488
C1106,第二單元03基本資料型態 - PIPLS,/335018/03,488
C1114,第二單元 03 基本資料型態 - PIPLS,/335018/03,488
C1068,第八單元 01 什麼是函式？ - PIPLS,/359135/01,488
C1136,第二單元 03 基本資料型態 - PIPLS,/0.5.28.170/03,488
C1127,第二單元 03 基本資料型態 - PIPLS,/335018/03,488
C1088,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,488
C1194,第二單元 03 基本資料型態 - PIPLS,/334982/03,488
C1086,第二單元 03 基本資料型態 - PIPLS,/335018/03,488
C1122,第二單元 03 基本資料型態 - PIPLS,/334982/03,488
C1172,第二單元 03 基本資料型態 - PIPLS,/335018/03,488
C1017,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,486
C1190,第二單元 03 基本資料型態 - PIPLS,/335018/03,486
C1170,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,486
C1143,第二單元 03 基本資料型態 - PIPLS,/335018/03,486
C1042,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,486
C1040,第三單元 01 算數運算子 - PIPLS,/339531/01,486
C1045,第八單元 01 什麼是函式？ - PIPLS,/359145/01,486
C1180,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,486
C1054,第七單元 02 串列的基本操作 - PIPLS,/357349/02,486
C1002,第八單元 01 什麼是函式？ - PIPLS,/359145/01,486
C1165,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,486
C1182,第七單元 06 字典的應用範例 - PIPLS,/357353/06,486
C1180,第十單元 04 圖形介面設計進階一 - PIPLS,/365075/04,484
C1117,第九單元 06 圓餅圖 - PIPLS,/364457/06,484
C1135,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,484
C1117,第七單元 02 串列的基本操作 - PIPLS,/357349/02,484
C1091,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,484
C1187,第七單元 05 什麼是字典 - PIPLS,/355082/05,484
C1029,第五單元 04 多向選擇結構 - PIPLS,/353005/04,482
C1146,第六單元 02 for迴圈一 - PIPLS,/352968/02-for,482
C1155,第七單元 06 字典的應用範例 - PIPLS,/357353/06,482
C1088,第十單元 03圖形介面的程式設計 - PIPLS,/365074/03,482
C1132,第七單元 03 處理串列的函式與方法 - PIPLS,/0.5.107.6/03,482
C1075,第三單元 01 算數運算子 - PIPLS,/336599/01,482
C1150,第二單元 05 資料輸入 - PIPLS,/334984/05,482
C1016,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,482
C1076,第十單元 07 影片下載的圖形化程式 - PIPLS,/365125/07,482
C1125,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,482
C1066,第二單元 03 基本資料型態 - PIPLS,/335018/03,480
C1195,第二單元 05 資料輸入 - PIPLS,/334984/05,480
C1143,第二單元 01 什麼是變數？ - PIPLS,/335016/01,480
C1033,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,480
C1148,第二單元 05 資料輸入 - PIPLS,/335020/05,480
C1124,第九單元 06 圓餅圖 - PIPLS,/364494/06,480
C1154,第九單元 05 長條圖 - PIPLS,/364492/05,480
C1127,第九單元 05 長條圖 - PIPLS,/364492/05,480
C1132,第三單元 01 算數運算子 - PIPLS,/0.5.34.215/01,480
C1027,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,480
C1170,第七單元 01 什麼是串列 - PIPLS,/357348/01,480
C1187,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,480
C1201,第八單元 03 函式的參數傳遞 - PIPLS,/330891/03,480
C1046,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,480
C1141,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,480
C1059,第八單元 01 什麼是函式？ - PIPLS,/359135/01,480
C1179,第二單元 01 什麼是變數？ - PIPLS,/335016/01,480
C1080,第一單元 01 開發環境簡介 - PIPLS,/334976/01,478
C1026,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,478
C1056,第七單元 02 串列的基本操作 - PIPLS,/357349/02,478
C1039,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,478
C1046,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,478
C1040,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,478
C1007,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,478
C1109,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,478
C1179,第三單元 01 算數運算子 - PIPLS,/336599/01,478
C1180,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,478
C1105,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,478
C1184,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,478
C1154,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,478
C1125,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,478
C1127,第二單元 05 資料輸入 - PIPLS,/335020/05,478
C1190,第四單元 06 字元及編碼 - PIPLS,/339447/06,478
C1076,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,476
C1063,第七單元 06 字典的應用範例 - PIPLS,/355083/06,476
C1175,第四單元 06 字元及編碼 - PIPLS,/342997/06,476
C1020,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,476
C1061,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,476
C1098,第二單元 03 基本資料型態 - PIPLS,/334982/03,476
C1202,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,476
C1203,第二單元 01 什麼是變數？ - PIPLS,/335016/01,476
C1125,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,476
C1025,第八單元 04 具有傳回值的函式 - PIPLS,/359138/04,476
C1179,第六單元 04 for迴圈三 - PIPLS,/352976/04-for,474
C1061,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,474
C1124,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,474
C1192,第八單元 01 什麼是函式？ - PIPLS,/359145/01,474
C1042,第二單元 03 基本資料型態 - PIPLS,/334982/03,474
C1036,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,474
C1070,第七單元 06 字典的應用範例 - PIPLS,/357353/06,474
C1026,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,474
C1099,第七單元 06 字典的應用範例 - PIPLS,/355083/06,472
C1096,第三單元 01 算數運算子 - PIPLS,/336599/01,472
C1144,3000,/339532/02,472
C1076,第九單元 05 長條圖 - PIPLS,/364492/05,472
C1107,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,472
C1037,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,472
C1081,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,472
C1043,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,472
C1003,第三單元 03 數學模組 - PIPLS,/339533/03,472
C1163,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,472
C1040,第二單元 01 什麼是變數？ - PIPLS,/334980/01,472
C1027,第六單元 01 range函式 - PIPLS,/354608/01-range,472
C1203,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,472
C1092,第四單元 06 字元及編碼 - PIPLS,/339447/06,472
C1099,第二單元 05 資料輸入 - PIPLS,/335020/05,472
C1131,第三單元 03 數學模組 - PIPLS,/339533/03,470
C1200,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,470
C1080,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,470
C1106,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,470
C1024,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,470
C1085,第七單元 01 什麼是串列 - PIPLS,/357348/01,470
C1037,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,470
C1032,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,470
C1125,第七單元 06 字典的應用範例 - PIPLS,/357353/06,470
C1014,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,470
C1111,第三單元 01 算數運算子 - PIPLS,/0.5.34.215/01,470
C1052,第七單元 06 字典的應用範例 - PIPLS,/357353/06,470
C1172,第七單元 06 字典的應用範例 - PIPLS,/355083/06,470
C1193,第七單元 06 字典的應用範例 - PIPLS,/355083/06,470
C1066,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,470
C1059,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,470
C1100,第六單元 02 for迴圈一 - PIPLS,/352968/02-for,470
C1022,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,470
C1182,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,468
C1113,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,468
C1132,第二單元 05 資料輸入 - PIPLS,/0.5.28.172/05,468
C1053,第八單元 01 什麼是函式？ - PIPLS,/359135/01,468
C1194,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,468
C1062,第七單元 01 什麼是串列 - PIPLS,/357348/01,468
C1087,第七單元 06 字典的應用範例 - PIPLS,/355083/06,468
C1043,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,468
C1102,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,466
C1029,第八單元 01 什麼是函式？ - PIPLS,/359145/01,466
C1182,第七單元 01 什麼是串列 - PIPLS,/357348/01,466
C1019,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,466
C1053,第七單元 06 字典的應用範例 - PIPLS,/355083/06,466
C1149,第二單元 01 什麼是變數？ - PIPLS,/334980/01,466
C1120,第九單元 07 數學函式圖形 - PIPLS,/364497/07,466
C1109,第七單元 03 處理串列的函式與方法 - PIPLS,/357350/03,466
C1006,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,466
C1063,第六單元 02 for迴圈一 - PIPLS,/352968/02-for,464
C1094,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,464
C1184,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,464
C1103,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,464
C1157,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,464
C1028,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,464
C1191,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,464
C1030,第三單元 01 算數運算子 - PIPLS,/336599/01,464
C1075,第八單元 01 什麼是函式？ - PIPLS,/359135/01,464
C1194,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,464
C1165,第七單元 02 串列的基本操作 - PIPLS,/357349/02,464
C1060,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,464
C1058,第七單元 02 串列的基本操作 - PIPLS,/355071/02,464
C1162,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,464
C1075,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,464
C1120,第七單元 01 什麼是串列 - PIPLS,/355059/01,462
C1154,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,462
C1103,第四單元 06 字元及編碼 - PIPLS,/342997/06,462
C1078,第六單元 04 for迴圈三 - PIPLS,/354611/04-for,462
C1009,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,462
C1204,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,462
C1107,第七單元 01 什麼是串列 - PIPLS,/357348/01,462
C1093,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,462
C1115,第七單元 06 字典的應用範例 - PIPLS,/357353/06,462
C1031,第七單元 01 什麼是串列 - PIPLS,/355059/01,462
C1028,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,462
C1099,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,462
C1184,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,462
C1051,第七單元 01 什麼是串列 - PIPLS,/357348/01,460
C1115,第二單元 01 什麼是變數？ - PIPLS,/334980/01,460
C1044,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,460
C1023,第七單元 06 字典的應用範例 - PIPLS,/357353/06,460
C1093,第五單元 02 單向選擇結構 - PIPLS,/349968/02,460
C1040,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,458
C1193,第三單元 01 算數運算子 - PIPLS,/336599/01,458
C1022,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,458
C1179,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,458
C1043,第八單元 02 函式的定義與呼叫 - PIPLS,/359136/02,458
C1205,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,458
C1007,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,458
C1006,第三單元 01 算數運算子 - PIPLS,/336599/01,458
C1194,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,458
C1039,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,458
C1115,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,458
C1190,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,458
C1057,第二單元 04 資料輸出 - PIPLS,/334983/04,458
C1053,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,458
C1006,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,458
C1078,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,458
C1031,第十單元 06 圖形介面設計進階三 - PIPLS,/365124/06,458
C1023,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,456
C1056,第六單元 01 range函式 - PIPLS,/354608/01-range,456
C1098,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,456
C1206,第三單元 03 數學模組 - PIPLS,/336606/03,456
C1085,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,456
C1000,第二單元 02 變數的命名 - PIPLS,/335017/02,456
C1020,第三單元 01 算數運算子 - PIPLS,/336599/01,456
C1021,第七單元 01 什麼是串列 - PIPLS,/357348/01,456
C1089,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,456
C1145,第九單元 01 基本繪圖~線性圖 - PIPLS,/0.5.143.164/01,456
C1207,第二單元 04 資料輸出 - PIPLS,/334983/04,456
C1026,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,456
C1208,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,456
C1190,第六單元 04 for迴圈三 - PIPLS,/352976/04-for,456
C1072,第五單元04多向選擇結構 - PIPLS,/353005/04,456
C1022,第七單元 03 處理串列的函式與方法 - PIPLS,/355078/03,454
C1141,第五單元 04 多向選擇結構 - PIPLS,/353005/04,454
C1195,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,454
C1102,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,454
C1063,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,454
C1080,第七單元 01 什麼是串列 - PIPLS,/357348/01,454
C1008,第七單元 02 串列的基本操作 - PIPLS,/355071/02,454
C1091,第三單元 03 數學模組 - PIPLS,/339533/03,454
C1081,第七單元 01 什麼是串列 - PIPLS,/357348/01,454
C1100,第二單元 05 資料輸入 - PIPLS,/335020/05,454
C1157,第十單元 06 圖形介面設計進階三 - PIPLS,/365077/06,454
C1018,第五單元 03 雙向選擇結構 - PIPLS,/353004/03,454
C1151,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,454
C1019,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,452
C1046,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,452
C1016,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,452
C1077,第二單元 03 基本資料型態 - PIPLS,/335018/03,452
C1089,第五單元 04 多向選擇結構 - PIPLS,/349972/04,452
C1001,第五單元 03 雙向選擇結構 - PIPLS,/353004/03,452
C1013,第四單元 02 字串的函式與運算子（二） - PIPLS,/342992/02,452
C1033,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,452
C1043,第七單元 01 什麼是串列 - PIPLS,/355059/01,452
C1166,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,452
C1155,第七單元 04 串列的應用範例 - PIPLS,/357351/04,452
C1161,第二單元 05 資料輸入 - PIPLS,/335020/05,450
C1006,第五單元 02 單向選擇結構 - PIPLS,/349968/02,450
C1040,第七單元 01 什麼是串列 - PIPLS,/357348/01,450
C1023,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,450
C1100,第二單元 01 什麼是變數？ - PIPLS,/335016/01,450
C1060,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,450
C1014,第七單元 05 什麼是字典 - PIPLS,/355082/05,450
C1032,第四單元 02字串的函式與智力子（二） - PIPLS,/342992/02,450
C1032,第八單元 02 函式的定義與呼叫 - PIPLS,/359146/02,450
C1111,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,450
C1200,第九單元 01 基本繪圖~線性圖 - PIPLS,/364484/01,450
C1145,第七單元 01 什麼是串列 - PIPLS,/357348/01,448
C1080,第八單元 01 什麼是函式？ - PIPLS,/359145/01,448
C1096,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,448
C1002,第三單元 04 亂數 - PIPLS,/339535/04,448
C1022,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,448
C1061,第七單元 02 串列的基本操作 - PIPLS,/357349/02,448
C1085,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,448
C1090,第四單元 06 字元及編碼 - PIPLS,/342997/06,448
C1186,第十二單元 05 詞頻分析 - PIPLS,/322533/05,448
C1191,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,448
C1191,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,446
C1023,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,446
C1072,第十單元 06 圖形介面設計進階三 - PIPLS,/365077/06,446
C1016,第十一單元 02 網路爬蟲應用 - PIPLS,/366711/02,446
C1204,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,446
C1078,第七單元 01 什麼是串列 - PIPLS,/357348/01,446
C1012,第二單元 03 基本資料型態 - PIPLS,/335018/03,446
C1101,第七單元 01 什麼是串列 - PIPLS,/357348/01,446
C1018,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,446
C1120,第一單元 01 開發環境簡介 - PIPLS,/334428/01,446
C1186,第九單元 01 基本繪圖~線性圖 - PIPLS,/318579/01,446
C1159,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,446
C1124,第二單元 04 資料輸出 - PIPLS,/0.5.28.171/04,444
C1033,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366714/05,444
C1077,第七單元 02 串列的基本操作 - PIPLS,/355071/02,444
C1016,第二單元 04 資料輸出 - PIPLS,/334983/04,444
C1076,第七單元 02 串列的基本操作 - PIPLS,/355071/02,444
C1102,第七單元 02 串列的基本操作 - PIPLS,/357349/02,444
C1055,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,444
C1124,第三單元 01 算數運算子 - PIPLS,/0.5.34.215/01,444
C1054,第二單元 03 基本資料型態 - PIPLS,/334982/03,444
C1073,第七單元 02 串列的基本操作 - PIPLS,/355071/02,444
C1207,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,444
C1157,第七單元 01 什麼是串列 - PIPLS,/357348/01,444
C1087,第七單元 02 串列的基本操作 - PIPLS,/355071/02,444
