Name,Page Title,Page,Total Played Time
C1155,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366714/05,202
C1185,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,202
C1107,第二單元 02 變數的命名 - PIPLS,/0.5.28.133/02,202
C1188,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,202
C1077,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,202
C1063,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1037,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1009,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366770/05,202
C1206,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,202
C1199,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1086,Test3 - PIPLS,/333770/test3,202
C1133,第一單元 01 開發環境簡介 - PIPLS,/334428/01,202
C1012,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1159,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1034,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1153,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1195,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1187,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,202
C1127,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1194,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,202
C1122,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1051,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1106,第二單元 02 變數的一個 - PIPLS,/335017/02,202
C1141,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1114,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1140,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,202
C1158,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1107,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1117,第二單元 02 變數的一個 - PIPLS,/334981/02,202
C1061,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1059,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1139,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1082,第七單元 02 串列的基本操作 - PIPLS,/357349/02,202
C1154,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1079,第二單元 02 變數的命名 - PIPLS,/0.5.28.169/02,202
C1011,第一單元 01 開發環境簡介 - PIPLS,/334976/01,202
C1115,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1124,第二單元 02 變數的命名 - PIPLS,/0.5.28.169/02,202
C1040,第四單元 06 字元及編碼 - PIPLS,/0.5.59.213/06,202
C1136,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,202
C1074,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1138,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1156,第二單元 03 基本資料型態 - PIPLS,/334982/03,202
C1024,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,202
C1021,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1099,第八單元 01 什麼是函式？ - PIPLS,/359135/01,202
C1017,第二單元 02 變數的命名 - PIPLS,/334981/02,202
C1054,第二單元 02 變數的命名 - PIPLS,/0.5.28.133/02,202
C1229,第二單元 02 變數的一個 - PIPLS,/334981/02,202
C1089,第二單元 02 變數的命名 - PIPLS,/335017/02,202
C1044,第五單元 03 雙向選擇結構 - PIPLS,/353004/03,200
C1020,第八單元 05 區域變數與全域變數 - PIPLS,/359139/05,200
C1113,第五單元 05 巢狀及單行選擇結構 - PIPLS,/349974/05,200
C1087,第二單元05資料輸入 - PIPLS,/335020/05,200
C1036,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,200
C1247,第一單元 01 開發環境簡介 - PIPLS,/334976/01,200
C1068,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,200
C1233,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,200
C1094,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,200
C1094,第九單元 06 圓餅圖 - PIPLS,/364494/06,200
C1005,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,200
C1034,第一單元 01 開發環境簡介 - PIPLS,/334976/01,200
C1203,第二單元 02 變數的一個 - PIPLS,/335017/02,200
C1170,第二單元 02 變數的命名 - PIPLS,/334981/02,200
C1014,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,200
C1032,第二單元 02 變數的命名 - PIPLS,/334981/02,200
C1100,第十單元 05 圖形介面設計進階二 - PIPLS,/365123/05,200
C1150,第二單元 02 變數的命名 - PIPLS,/334981/02,200
C1055,第四單元 02 字串的函式與運算子（二） - PIPLS,/342992/02,200
C1135,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,200
C1228,第十單元 02 YouTube影音下載（二） - PIPLS,/331758/02-youtube,198
C1165,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,198
C1029,第七單元 00 單元大綱 - PIPLS,/357347/00,198
C1105,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,198
C1174,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,198
C1127,第九單元 00 單元大綱 - PIPLS,/364448/00,198
C1116,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,198
C1203,第五單元04多向選擇結構 - PIPLS,/0.5.87.20/04,198
C1130,第二單元 02 變數的命名 - PIPLS,/335017/02,198
C1036,第二單元 02 變數的命名 - PIPLS,/335017/02,198
C1198,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,198
C1151,第九單元 01 基本繪圖~線性圖 - PIPLS,/364484/01,198
C1175,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,198
C1165,第八單元 02 函式的定義與呼叫 - PIPLS,/359146/02,198
C1062,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,198
C1218,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,198
C1027,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,198
C1212,Test3 - PIPLS,/333770/test3,198
C1209,第六單元 01 range函式 - PIPLS,/354608/01-range,198
C1253,第三單元 01 算數運算子 - PIPLS,/0.4.250.128/01,198
C1150,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,198
C1145,第二單元 03 基本資料型態 - PIPLS,/334982/03,196
C1094,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,196
C1012,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,196
C1045,第六單元 05 while迴圈一 - PIPLS,/354612/05-while,196
C1085,第四單元 02 字串的函式與運算子（二） - PIPLS,/342992/02,196
C1095,第二單元 02 變數的命名 - PIPLS,/334981/02,196
C1169,第五單元 05 巢狀及單行選擇結構 - PIPLS,/349974/05,196
C1164,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,196
C1206,第八單元 02 函式的定義與呼叫 - PIPLS,/359136/02,196
C1106,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,196
C1010,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,196
C1141,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,196
C1087,第五單元 02 單向選擇結構 - PIPLS,/349968/02,196
C1010,第十一單元 03 政府開放資料 - PIPLS,/366765/03,196
C1028,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,196
C1254,第一單元 01 開發環境簡介 - PIPLS,/334976/01,196
C1096,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,196
C1167,第二單元05資料輸入 - PIPLS,/335020/05,196
C1136,第六單元 01 range函式 - PIPLS,/352964/01-range,196
C1150,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,196
C1209,第七單元 02 串列的基本操作 - PIPLS,/357349/02,194
C1218,第三單元 02 內建數值處理函式 - PIPLS,/339532/02,194
C1058,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,194
C1111,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,194
C1150,第十一單元 03 政府開放資料 - PIPLS,/366712/03,194
C1153,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,194
C1185,第二單元 05 資料輸入 - PIPLS,/334984/05,194
C1168,第七單元 01 什麼是串列 - PIPLS,/357348/01,194
C1014,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,194
C1167,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,194
C1024,第五單元 04 多向選擇結構 - PIPLS,/349972/04,194
C1021,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,194
C1102,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,194
C1085,第五單元 02 單向選擇結構 - PIPLS,/353003/02,194
C1091,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,194
C1179,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,194
C1169,第三單元 04 亂數 - PIPLS,/336608/04,194
C1014,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,194
C1122,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,194
C1163,第八單元 00 單元大綱 - PIPLS,/359119/00,194
C1021,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,194
C1216,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,194
C1044,第九單元 07 數學函式圖形 - PIPLS,/364456/07,194
C1064,第八單元 03 函式的參數傳遞 - PIPLS,/359147/03,194
C1071,第四單元01字串的函數式與智力子（一） - PIPLS,/342991/01,194
C1066,第五單元 05 巢狀及單行選擇結構 - PIPLS,/349974/05,194
C1100,第四單元 00 單元大綱 - PIPLS,/327202/00,194
C1124,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,192
C1003,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,192
C1117,第五單元 02 單向選擇結構 - PIPLS,/353003/02,192
C1174,第十一單元 03 政府開放資料 - PIPLS,/366765/03,192
C1129,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,192
C1180,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,192
C1255,第一單元 01 開發環境簡介 - PIPLS,/334428/01,192
C1036,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,192
C1124,第九單元 00 單元大綱 - PIPLS,/364448/00,192
C1083,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,192
C1175,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,192
C1161,第二單元 02 變數的命名 - PIPLS,/335017/02,192
C1058,第三單元 02 內建數值處理函式 - PIPLS,/0.5.34.218/02,192
C1101,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,192
C1015,第五單元 04 多向選擇結構 - PIPLS,/349972/04,192
C1088,第七單元 06 字典的應用範例 - PIPLS,/357353/06,192
C1175,第二單元 00 單元大綱 - PIPLS,/334979/00,192
C1247,第二單元 05 資料輸入 - PIPLS,/334984/05,192
C1067,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,192
C1043,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,190
C1205,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1011,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,190
C1088,第五單元 03 雙向選擇結構 - PIPLS,/353004/03,190
C1054,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,190
C1219,第四單元 01 字串的函式與運算子（一） - PIPLS,/0.5.59.207/01,190
C1161,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1200,第七單元 04 串列的應用範例 - PIPLS,/355079/04,190
C1111,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1172,第十一單元 03 政府開放資料 - PIPLS,/366765/03,190
C1073,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1042,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1077,第六單元 04 for迴圈三 - PIPLS,/352976/04-for,190
C1135,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,190
C1039,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1197,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1106,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,190
C1023,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1104,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1190,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1127,第二單元 04 資料輸出 - PIPLS,/335019/04,190
C1012,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1172,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1036,第十單元 05 圖形介面設計進階二 - PIPLS,/365123/05,190
C1037,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1125,第五單元 04 多向選擇結構 - PIPLS,/353005/04,190
C1153,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,190
C1080,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,190
C1018,第七單元 00 單元大綱 - PIPLS,/357347/00,190
C1033,第十一單元 03 政府開放資料 - PIPLS,/366712/03,190
C1039,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,190
C1189,第四單元 01 字串的函式與運算子（一） - PIPLS,/0.5.59.207/01,190
C1086,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,190
C1070,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1160,第四單元 01 字串的函式與運算子（一） - PIPLS,/327212/01,190
C1106,第七單元 02 串列的基本操作 - PIPLS,/355071/02,190
C1026,第八單元 02 函式的定義與呼叫 - PIPLS,/359146/02,190
C1170,第十一單元 03 政府開放資料 - PIPLS,/366712/03,190
C1032,第四單元01字串的函數式與智力子（一） - PIPLS,/342991/01,190
C1178,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1154,第十一單元 03 政府開放資料 - PIPLS,/366765/03,190
C1221,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1137,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1079,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,190
C1001,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1099,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1002,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1095,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,190
C1132,第四單元 01 字串的函式與運算子（一） - PIPLS,/0.5.45.240/01,190
C1256,第一單元 02 軟體下載及安裝 - PIPLS,/125824/02,190
C1015,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1140,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1033,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1132,第四單元 03 字串的轉換與測試（一） - PIPLS,/0.5.45.243/03,190
C1127,第十一單元 03 政府開放資料 - PIPLS,/366765/03,190
C1059,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1093,第四單元 01 字串的函式與運算子（一） - PIPLS,/0.5.45.240/01,190
C1020,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,190
C1079,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1064,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,190
C1230,第二單元 04 資料輸出 - PIPLS,/334983/04,190
C1016,第十一單元 03 政府開放資料 - PIPLS,/366712/03,190
C1005,第四單元 00 單元大綱 - PIPLS,/342990/00,190
C1119,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1078,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1014,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,190
C1012,第十一單元 03 政府開放資料 - PIPLS,/366765/03,190
C1165,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,190
C1130,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1008,第九單元 00 單元大綱 - PIPLS,/364448/00,190
C1102,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,190
C1146,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1136,第六單元 02 for迴圈一 - PIPLS,/352968/02-for,190
C1020,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1184,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1120,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1082,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1095,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1029,第四單元 01 字串的函式與運算子（一） - PIPLS,/0.5.59.207/01,190
C1134,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,190
C1159,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1040,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1085,第七單元 02 串列的基本操作 - PIPLS,/357349/02,190
C1103,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,190
C1155,第十一單元 03 政府開放資料 - PIPLS,/366712/03,190
C1111,第九單元 05 長條圖 - PIPLS,/0.5.143.204/05,190
C1104,第二單元 03 基本資料型態 - PIPLS,/334982/03,190
C1024,第七單元 03 處理串列的函式與方法 - PIPLS,/355078/03,190
C1157,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1072,第四單元01字串的函數式與智力子（一） - PIPLS,/342991/01,188
C1109,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1214,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,188
C1210,第四單元 01 字串的函式與運算子（一） - PIPLS,/152927/01,188
C1167,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,188
C1058,第六單元 01 range函式 - PIPLS,/352964/01-range,188
C1061,第六單元 01 range函式 - PIPLS,/354608/01-range,188
C1054,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1008,第十一單元 03 政府開放資料 - PIPLS,/366765/03,188
C1163,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1028,第六單元 01 range函式 - PIPLS,/354608/01-range,188
C1207,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1052,第四單元 01 字串的函式與運算子（一） - PIPLS,/0.5.59.207/01,188
C1081,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1051,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1081,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,188
C1041,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,188
C1173,第二單元 00 單元大綱 - PIPLS,/334979/00,188
C1155,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1204,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1109,第一單元 01 開發環境簡介 - PIPLS,/334976/01,188
C1214,第七單元 05 什麼是字典 - PIPLS,/355082/05,188
C1156,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1159,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,188
C1056,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1007,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,188
C1064,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1087,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,188
C1167,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,188
C1191,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1017,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1013,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1095,第十一單元 03 政府開放資料 - PIPLS,/366712/03,188
C1209,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1065,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1018,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,188
C1049,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,188
C1014,第一單元 01 開發環境簡介 - PIPLS,/334428/01,188
C1206,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,188
C1206,第二單元 01 什麼是變數？ - PIPLS,/335016/01,188
C1163,第二單元 00 單元大綱 - PIPLS,/334979/00,188
C1059,第一單元 01 開發環境簡介 - PIPLS,/334428/01,186
C1088,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,186
C1155,第七單元 05 什麼是字典 - PIPLS,/357352/05,186
C1197,第二單元 00 單元大綱 - PIPLS,/334979/00,186
C1043,第六單元 00 單元大綱 - PIPLS,/352924/00,186
C1104,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,186
C1149,第七單元 01 什麼是串列 - PIPLS,/357348/01,186
C1218,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,186
C1019,第八單元 02 函式的定義與呼叫 - PIPLS,/359136/02,186
C1033,第六單元 00 單元大綱 - PIPLS,/354607/00,186
C1044,第四單元 02 字串的函式與運算子（二） - PIPLS,/342992/02,186
C1008,第六單元 01 range函式 - PIPLS,/352964/01-range,186
C1218,第六單元 01 range函式 - PIPLS,/354608/01-range,186
C1055,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,186
C1014,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,186
C1100,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,186
C1006,第七單元 02 串列的基本操作 - PIPLS,/355071/02,186
C1048,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,186
C1092,第七單元 02 串列的基本操作 - PIPLS,/355071/02,186
C1080,第六單元 04 for迴圈三 - PIPLS,/354611/04-for,186
C1107,第二單元 01 什麼是變數？ - PIPLS,/0.5.28.132/01,186
C1098,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,186
C1168,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,186
C1021,第十單元 03圖形介面的程式設計 - PIPLS,/365074/03,186
C1115,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,186
C1111,第九單元 01 基本繪圖~線性圖 - PIPLS,/0.5.143.196/01,186
C1210,第一單元 03 軟體使用簡介 - PIPLS,/147940/03,186
C1105,第六單元 03 for迴圈二 - PIPLS,/352974/03-for,186
C1216,第五單元 01 關係與邏輯運算子 - PIPLS,/349966/01,186
C1122,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,184
C1183,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,184
C1018,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1172,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1044,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,184
C1177,第三單元 01 算數運算子 - PIPLS,/339531/01,184
C1182,第二單元 02 變數的命名 - PIPLS,/334981/02,184
C1148,第三單元 03 數學模組 - PIPLS,/336606/03,184
C1050,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,184
C1143,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1026,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1076,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1018,第四單元 02 字串的函式與運算子（二） - PIPLS,/342992/02,184
C1153,Test3 - PIPLS,/333770/test3,184
C1088,第十一單元 03 政府開放資料 - PIPLS,/366712/03,184
C1125,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1032,第十單元 06 圖形介面設計進階三 - PIPLS,/365077/06,184
C1117,第四單元01字串的函數式與智力子（一） - PIPLS,/342991/01,184
C1186,第十單元 01 YouTube影音下載（一） - PIPLS,/320341/01-youtube,184
C1002,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1012,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1168,第二單元 01 什麼是變數？ - PIPLS,/334980/01,184
C1125,第一單元 01 開發環境簡介 - PIPLS,/334976/01,184
C1128,第二單元 02 變數的命名 - PIPLS,/334981/02,184
C1007,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,184
C1058,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,184
C1154,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1205,第二單元 02 變數的命名 - PIPLS,/334981/02,184
C1170,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1014,第六單元 01 range函式 - PIPLS,/352964/01-range,184
C1155,第八單元 02 函式的定義與呼叫 - PIPLS,/359146/02,184
C1218,第五單元 01 關係與邏輯運算子 - PIPLS,/0.5.98.234/01,184
C1175,第二單元 02 變數的命名 - PIPLS,/334981/02,184
C1193,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1031,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1080,第八單元 03 函式的參數傳遞 - PIPLS,/359147/03,184
C1241,第二單元 05 資料輸入 - PIPLS,/335020/05,184
C1114,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,184
C1070,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1045,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,184
C1176,第六單元 01 range函式 - PIPLS,/352964/01-range,184
C1200,第六單元 03 for迴圈二 - PIPLS,/352974/03-for,184
C1169,第五單元 02 單向選擇結構 - PIPLS,/0.5.87.16/02,184
C1185,第六單元 01 range函式 - PIPLS,/354608/01-range,184
C1091,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,184
C1072,第十一單元 03 政府開放資料 - PIPLS,/366712/03,184
C1162,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1165,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,184
C1241,第十單元 04 圖形介面設計進階一 - PIPLS,/0.5.146.65/04,184
C1034,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,184
C1187,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,184
C1094,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,184
C1195,第六單元 01 range函式 - PIPLS,/354608/01-range,182
C1036,第十一單元 01 網路爬蟲簡介 - PIPLS,/366763/01,182
C1095,第三單元 04 亂數 - PIPLS,/339535/04,182
C1076,第六單元 00 單元大綱 - PIPLS,/352924/00,182
C1181,第十一單元 01 網路爬蟲簡介 - PIPLS,/366763/01,182
C1022,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,182
C1006,第八單元 04 具有傳回值的函式 - PIPLS,/359138/04,182
C1073,第二單元 02 變數的命名 - PIPLS,/335017/02,182
C1032,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,182
C1189,第十單元 02 YouTube影音下載（二） - PIPLS,/0.5.146.17/02-youtube,182
C1005,第四單元 06 字元及編碼 - PIPLS,/342997/06,182
C1120,第十單元 01 YouTube影音下載（一） - PIPLS,/365118/01-youtube,182
C1010,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,182
C1091,第六單元 01 range函式 - PIPLS,/354608/01-range,182
C1138,第四單元 01 字串的函式與運算子（一） - PIPLS,/342991/01,182
C1083,第四單元 06 字元及編碼 - PIPLS,/339447/06,182
C1189,第十單元 01 YouTube影音下載（一） - PIPLS,/0.5.146.16/01-youtube,182
C1071,第二單元 02 變數的命名 - PIPLS,/334981/02,182
